OBJECTID,NA_ID,ACRES,NA_NAME,OWNER,R_RATING,C_RATING,TOP_RATING,DATA_DATE
1535,535,55.57,Shoal Mountain Wood Fern Cove,PRV,R5 (General),C5 (General),General,2021/01/22
1536,53,37.13,Shallowford Road Bluff,PRV,R5 (General),C5 (General),General,2021/01/22
1537,638,23.57,Mill Creek Hardwood Forests,USACE,R5? (General?),C5 (General),General,2021/01/22
1538,972,523.16,Little Pisgah Slopes,CMLC,R3 (High),C4 (Moderate),High,2021/01/22
1539,706,147.91,Hurricane Gap Branch,"PRV, USFS",R5 (General),C5 (General),General,2021/01/22
1540,761,339.37,Hinson Wildlife Conservation Area,"NCWRC, PRV",R3 (High),C5 (General),High,2021/01/22
1541,519,26.43,Camp Lejeune Dixon Pine Savanna,USDOD,R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
1542,1373,148.92,NEU/Little River (Orange/Durham) Aquatic Habitat,PW,R3 (High),C3 (High),High,2021/01/22
1543,1324,105.94,TAR/Stony Creek Aquatic Habitat,PW,R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
1544,1000,329.67,TAR/Little Fishing Creek Subbasin Aquatic Habitat,PW,R1 (Exceptional),C2 (Very High),Exceptional,2021/01/22
1545,1563,77.33,TAR/Tabbs Creek Subbasin Aquatic Habitat,PW,R3 (High),C3 (High),High,2021/01/22
1546,415,207.06,ROA/Mayo River Aquatic Habitat,PW,R1 (Exceptional),C2 (Very High),Exceptional,2021/01/22
1547,118,1552.46,YAD/Lower Pee Dee River Aquatic Habitat,PW,R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
1548,2050,7022.32,Hanging Rock State Park and Vicinity,"NCDPR, PRV",R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
1549,1807,526.79,NEU/Little River (Franklin/Wake/Johnston/ Wayne) Aquatic Habitat,PW,R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
1550,2857,74.32,Cedar Creek Forest,PRV,R5 (General),C5 (General),General,2021/01/22
1551,2692,332.08,Moores Creek/Reedy Fork  Slopes and Floodplain,"LOCAL, PRV",R5 (General),C5 (General),General,2021/01/22
1552,2863,28.22,Dutchman Creek/Cana Bottomlands,PRV,R5 (General),C5 (General),General,2021/01/22
1553,2862,26.23,Hodman Woods,PRV,R5 (General),C5 (General),General,2021/01/22
1554,2856,446.14,Middle Conoconnara Swamp,"NCWRC, PRV",R2 (Very High),C4 (Moderate),Very High,2021/01/22
1555,2864,16.58,Britt Road Bay,PRV,R2 (Very High),C3 (High),Very High,2021/01/22
1556,611,447.09,Little Fishing Creek/Odell Hardwood Forest,"NCWRC, PRV,",R2 (Very High),C4 (Moderate),Very High,2021/01/22
1557,1195,70.97,Rex-Rennert Bay/Chain Pond Bay,PRV,R1 (Exceptional),C4 (Moderate),Exceptional,2021/01/22
1558,2372,740.93,Shocco Creek/Lickskillet Hardwood Forest,"PRV, TNC",R5 (General),C5 (General),General,2021/01/22
1559,2744,7.35,Harpers Ferry Church Sand Ridge,PRV,R3 (High),C4 (Moderate),High,2021/01/22
1560,2721,157.74,Richland Creek Slopes,PRV,R4 (Moderate),C5 (General),Moderate,2021/01/22
1561,444,1028.65,Meherrin River/Banks Creek Natural Area,PRV,R2 (Very High),C5 (General),Very High,2021/01/22
1562,2656,194.94,CPF/Bear Creek Aquatic Habitat,PW,R5 (General),C4 (Moderate),Moderate,2021/01/22
1563,2739,1042.34,Reedy Creek Nature Preserve Forests,LOCAL,R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
1564,2740,35.3,Brumley Impoundment Mafic Slopes,NCWRC,R5 (General),C5 (General),General,2021/01/22
1565,2754,55.9,Mill Swamp Beech Forest,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
1566,2149,147.36,Herndon Creek Ravine,"PRV, USACE",R5 (General),C5 (General),General,2021/01/22
1567,2464,190.16,Bonnerton Road Wet Hardwood Forest and Seeps,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
1568,249,23.55,Blowing Rock Cliffs,PRV,R3 (High),C3 (High),High,2021/01/22
1569,5,353.75,CPF/Northeast Cape Fear River Aquatic Habitat,PW,R3 (High),C5 (General),High,2021/01/22
1570,171,51.37,CTB/Waxhaw Creek Aquatic Habitat,PW,R1 (Exceptional),C4 (Moderate),Exceptional,2021/01/22
1571,1496,343.94,YAD/Upper Little River Aquatic Habitat,PW,R1 (Exceptional),C2 (Very High),Exceptional,2021/01/22
1572,854,518.93,YAD/Uwharrie River Aquatic Habitat,PW,R3 (High),C3 (High),High,2021/01/22
1573,284,1884.61,CPF/Upper Cape Fear River Aquatic Habitat,PW,R2 (Very High),C3 (High),Very High,2021/01/22
1574,658,323.45,CPF/Town Creek Aquatic Habitat,PW,R1 (Exceptional),C4 (Moderate),Exceptional,2021/01/22
1575,1022,494.36,LBR/Waccamaw River Aquatic Habitat,PW,R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
1576,2776,8.84,Rock Creek Rare Plant Site,PRV,R3 (High),C5 (General),High,2021/01/22
1577,2777,49.37,Round Top Mountain,PRV,R3 (High),C5 (General),High,2021/01/22
1578,2875,342.76,Ashwood Bluffs,PRV,R3 (High),C4 (Moderate),High,2021/01/22
1579,2870,922.18,Queen Creek Forests,PRV,R3 (High),C4 (Moderate),High,2021/01/22
1580,2871,3345.24,Pond Mountain,PRV,R1 (Exceptional),C2 (Very High),Exceptional,2021/01/22
1581,2877,101.14,Gully Bay and Flatwoods,PRV,R3 (High),C4 (Moderate),High,2021/01/22
1582,2873,278.74,Floral College Bay Complex,PRV,R3 (High),C4 (Moderate),High,2021/01/22
1583,2878,627.24,Youngs Mountain/Kens Rock,PRV,R2 (Very High),C2 (Very High),Very High,2021/01/22
1584,471,320.35,Gallberry Swamp,"NCDOA, PRV",R5 (General),C5 (General),General,2021/01/22
1585,2757,43.15,Lumber River/High Hill,"LRC, PRV",R3 (High),C4 (Moderate),High,2021/01/22
1586,2756,2474.58,Lumber River Swamp/Matthews Bluff,"LRC, NCDPR, PRV",R2 (Very High),C4 (Moderate),Very High,2021/01/22
1587,2753,15.32,Deep Branch Sandhill,LRC,R3 (High),C4 (Moderate),High,2021/01/22
1588,2268,685.5,West Branch/Eldorado Forests,"PRV, USFS",R3 (High),C3 (High),High,2021/01/22
1589,2166,188.6,Terrells Mountain,"PRV, UNCCH",R5 (General),C5 (General),General,2021/01/22
1590,1304,417.81,Duke Forest Oak-Hickory Upland,DUKE,R2 (Very High),C4 (Moderate),Very High,2021/01/22
1591,1867,123.41,South Prong Natural Area Remnant,PRV,R5 (General),C5 (General),General,2021/01/22
1592,2821,34.45,Bristol Creek Wetlands,PRV,R3 (High),C4 (Moderate),High,2021/01/22
1593,347,1737.89,Wilson Creek Slopes/Lost Cove Creek/Thorps Creek,"PRV, USFS",R2 (Very High),C4 (Moderate),Very High,2021/01/22
1594,2814,616.72,Walker Hollow Ridge,USFS,R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
1595,2886,160.34,Utah Mountain/Thistlecroft Natural Area,PRV,R5 (General),C5 (General),General,2021/01/22
1596,2881,10.72,Old 30 Road Powerline Savanna,PRV,R3 (High),C4 (Moderate),High,2021/01/22
1597,2884,85.79,Kings Creek Marshes,PRV,R5 (General),C5 (General),General,2021/01/22
1598,2885,50.43,Gregory Fork Road Flatwoods,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
1599,243,295.39,Hog Branch Ponds,"NCPCP, PRV",R2 (Very High),C2 (Very High),Very High,2021/01/22
1600,2890,8445.36,Blue Pond/Allen Creek,"NCCLT, PRV",R1 (Exceptional),C2 (Very High),Exceptional,2021/01/22
1601,1503,154.97,Camp Lasater Forest,PRV,R5? (General?),C5 (General),General,2021/01/22
1602,1449,31.14,Historic Bethabara Natural Area,"LOCAL, PRV",R2 (Very High),C5 (General),Very High,2021/01/22
1603,2647,44.3,LTN/Alarka Creek Aquatic Habitat,PW,R3 (High),C4 (Moderate),High,2021/01/22
1604,2648,116.36,YAD/Lower Little River Aquatic Habitat,PW,R5 (General),C4 (Moderate),Moderate,2021/01/22
1605,2325,11.49,Cabin Creek Quartzite Slope,PRV,R5 (General),C5 (General),General,2021/01/22
1606,2652,69.86,CPF/Sandy Creek Aquatic Habitat,PW,R5 (General),C4 (Moderate),Moderate,2021/01/22
1607,2653,60.31,CPF/Polecat Creek Aquatic Habitat,PW,R5 (General),C4 (Moderate),Moderate,2021/01/22
1608,2655,32.86,CPF/New Hope Creek Aquatic Habitat,PW,R2 (Very High),C3 (High),Very High,2021/01/22
1609,2657,110.4,NEU/Crabtree Creek Aquatic Habitat,PW,R5 (General),C4 (Moderate),Moderate,2021/01/22
1610,2650,10.12,ROA/Little Grassy Creek Aquatic Habitat,PW,R5 (General),C4 (Moderate),Moderate,2021/01/22
1611,2651,543.15,ROA/Cashie River Aquatic Habitat,PW,R3 (High),C5 (General),High,2021/01/22
1612,1151,48.31,Tabor City Longleaf Stand,PRV,R5 (General),C5 (General),General,2021/01/22
1613,2700,209.24,Pinson Monadnock Forest,"PRV, USFS",R5 (General),C5 (General),General,2021/01/22
1614,2701,73.1,Pisgah Covered Bridge Natural Area,"LTCNC, PRV",R5 (General),C5 (General),General,2021/01/22
1615,2703,26.02,Reedy Branch White Cedar Stand,PRV,R5 (General),C5 (General),General,2021/01/22
1616,2705,96.28,Rock Branch Mesic Mixed Hardwood Forest,PRV,R4 (Moderate),C5 (General),Moderate,2021/01/22
1617,2711,53.72,Stokesdale Slopes,PRV,R5 (General),C5 (General),General,2021/01/22
1618,2812,1544.7,Rocky Knob,"PRV, USFS",R3 (High),C3 (High),High,2021/01/22
1619,609,95.2,Conaby Swamp Natural Area,MCC,R5 (General),C5 (General),General,2021/01/22
1620,543,33.99,Bear Creek Hickory Slope,PRV,R5 (General),C5 (General),General,2021/01/22
1621,1145,95.27,Boone's Cave Slopes,LOCAL,R5 (General),C5 (General),General,2021/01/22
1622,2891,270.18,Moncure Boggy Streamheads,"PRV, USACE",R3 (High),C4 (Moderate),High,2021/01/22
1623,126,1585.8,Waccamaw Island Savanna and Bottomlands,"NCWRC, PRV",R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
1624,2887,70.39,Hell Swamp Wet Hardwood Forest,PRV,R3 (High),C5 (General),High,2021/01/22
1625,2669,271.24,Harveys Mountain,"PRV, USFS",R5 (General),C5 (General),General,2021/01/22
1626,2720,95.28,Worthville Woods,PRV,R5 (General),C5 (General),General,2021/01/22
1627,2321,83.77,Brush Creek Slopes,PRV,R5? (General?),C5 (General),General,2021/01/22
1628,2013,1927.17,Goshen Gabbro Forest,PRV,R1 (Exceptional),C2 (Very High),Exceptional,2021/01/22
1629,3240,191.82,Love Grove Sandhills,PRV,R3 (High),C4 (Moderate),High,2021/01/22
1630,1043,262.51,Hill Forest Dial Creek Hardwood Forest,NCSU,R2 (Very High),C4 (Moderate),Very High,2021/01/22
1631,2193,1213.89,Little River Uplands,PRV,R5 (General),C5 (General),General,2021/01/22
1632,2467,1883.01,Lake Michie Corridor,"LOCAL, PRV",R2 (Very High),C5 (General),Very High,2021/01/22
1633,2100,5455.03,Lower Tar River Marshes and Swamp,"LOCAL, PRV",R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
1634,2113,3401.38,Town Creek Marshes and Swamp,"LOCAL, PRV",R1 (Exceptional),C3 (High),Exceptional,2021/01/22
1635,2043,3012.61,Upper South River Floodplain,PRV,R5 (General),C5 (General),General,2021/01/22
1636,2077,796.89,Hensons Creek Natural Area,PRV,R3 (High),C4 (Moderate),High,2021/01/22
1637,2093,5292,Upper Black River Bottomlands,"NCCLT, PRV, TNC",R1 (Exceptional),C2 (Very High),Exceptional,2021/01/22
1638,2051,13090.21,Upper Waccamaw River Swamp,"NCDPR, PRV",R2 (Very High),C2 (Very High),Very High,2021/01/22
1639,2761,338.97,Ginger Cascades,PRV,R5 (General),C5 (General),General,2021/01/22
1640,2762,1591.43,Globe Mountain/Tate Mountain,"PRV, USFS",R5 (General),C4 (Moderate),Moderate,2021/01/22
1641,2763,1474.15,Green Mountain/Zacks Fork,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
1642,2764,118.58,Guys Creek Rare Plant Site,"PRV, USFS",R3 (High),C5 (General),High,2021/01/22
1643,2723,57.72,Troublesome Creek/Ogburns Crossroads Alluvial Forests,PRV,R5 (General),C5 (General),General,2021/01/22
1644,824,411.61,Kitty Hawk Bay Islands,NCDCM,R3 (High),C5 (General),High,2021/01/22
1645,968,1518.2,Tar River/Wilton Slopes,"PRV, TRLC",R1 (Exceptional),C3 (High),Exceptional,2021/01/22
1646,645,813.43,Hitchcock Creek/Pee Dee River Slopes,PRV,R3 (High),C4 (Moderate),High,2021/01/22
1647,563,164.27,Betty McGees Creek Mafic Forest,"PRV, USFS",R4 (Moderate),C5 (General),Moderate,2021/01/22
1648,2728,217.88,Stirrup Iron Creek Marsh and Sloughs,PRV,R5 (General),C5 (General),General,2021/01/22
1649,2729,159.02,Leatherwood Cove,PRV,R5 (General),C5 (General),General,2021/01/22
1650,1218,356.29,Wading Place Creek and Swamps,"NCWRC, PRV",R3 (High),C5 (General),High,2021/01/22
1651,1572,4680.55,Cashie River Swamp,"NCWRC, PRV",R3 (High),C5 (General),High,2021/01/22
1652,2879,32.74,Fork Creek Bluffs,PRV,R5 (General),C5 (General),General,2021/01/22
1653,308,866.59,Uwharrie River Narrows Branch--Low Water Bridge Forests,"LTCNC, PRV, USFS",R3 (High),C4 (Moderate),High,2021/01/22
1654,1280,6.83,Gulf Diabase Forest,PRV,R3 (High),C4 (Moderate),High,2021/01/22
1655,3243,95.83,Eno River Confluence,"ERA, PRV",R2 (Very High),C4 (Moderate),Very High,2021/01/22
1656,850,2441.88,Light Ground Pocosin Central Section,"NCWRC, PRV",R5 (General),C5 (General),General,2021/01/22
1657,1562,3660.83,East Dismal Swamp,"NCDA, PRV",R1 (Exceptional),C3 (High),Exceptional,2021/01/22
1658,2412,556.68,Camp Rockfish Natural Area,PRV,R2 (Very High),C3 (High),Very High,2021/01/22
1659,80,84.59,Whitehall Shores Hardwood Forest,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
1660,998,417.54,Cape Fear River/Buckhorn Levees,PRV,R3 (High),C4 (Moderate),High,2021/01/22
1661,319,100.44,YAD/Goose Creek Aquatic Habitat,PW,R1 (Exceptional),C4 (Moderate),Exceptional,2021/01/22
1662,2766,156.99,Hibriten Mountain,PRV,R3 (High),C4 (Moderate),High,2021/01/22
1663,2767,343.15,Jerry Mountain,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
1664,904,3482.67,Nicks Creek/Eastwood Sandhills,"NCPCP, PRV",R1 (Exceptional),C2 (Very High),Exceptional,2021/01/22
1665,2320,322.05,Brown's Summit Forest/Hardy's Millpond,"LOCAL, PRV",R5 (General),C5 (General),General,2021/01/22
1666,2168,71.33,Terrells Creek Galax Bluffs,NCWRC,R5 (General),C5 (General),General,2021/01/22
1667,724,47.36,Mill Branch Sand Ridge,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
1668,1642,88.26,Moss Neck Savanna,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
1669,1479,38.95,Kinza Slate Bluffs,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
1670,1344,22.22,Rocky River/Morgan's Bluff,NCPCP,R2 (Very High),C4 (Moderate),Very High,2021/01/22
1671,1246,107.65,Methodist College Hardwood Slopes,"LOCAL, PRV",R3 (High),C5 (General),High,2021/01/22
1672,2755,2684.64,Big Marsh Swamp,PRV,R3 (High),C5 (General),High,2021/01/22
1673,1974,58.61,Colvins Creek Sand Ridge Mesic Slopes,"PRV, TNC",R2 (Very High),C5 (General),Very High,2021/01/22
1674,2780,723.68,Brice Creek Swamps,"PRV, USFS",R5 (General),C5 (General),General,2021/01/22
1675,1834,59.28,Twin Brooks/Stanley Basic Forest,PRV,R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
1676,435,456.74,Newport River Marsh,NCCLT,R5 (General),C5 (General),General,2021/01/22
1677,943,39.73,McLaughlin Road Basic Forest,PRV,R5 (General),C5 (General),General,2021/01/22
1678,3193,346.06,Long Creek Bluff,"CLC, LOCAL, PRV",R2 (Very High),C4 (Moderate),Very High,2021/01/22
1679,1546,2792.26,South River Swamp Forest,"NCCLT, PRV",R2 (Very High),C4 (Moderate),Very High,2021/01/22
1680,635,5512.68,Horsepasture River Gorge,"NCDPR, NCWRC, PRV, USFS",R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
1681,1822,3164.32,Thompson River Gorge,"PRV, USFS",R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
1682,13,466.25,Voncanon Longleaf Pine Stand,PRV,R2 (Very High),C3 (High),Very High,2021/01/22
1683,1420,39.07,Turkey Creek Natural Area,"HSWLT, PRV",R1 (Exceptional),C4 (Moderate),Exceptional,2021/01/22
1684,1861,933.47,Bakers Lake Carolina Bay,PRV,R3 (High),C3 (High),High,2021/01/22
1685,2712,59.5,Strader Road Beaver Pond and Uplands,PRV,R5 (General),C5 (General),General,2021/01/22
1686,3041,24.68,Millsaps Outcrops,PRV,R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
1687,3067,35.75,Round Top Mountain/Taylorsville,PRV,R3 (High),C4 (Moderate),High,2021/01/22
1688,3039,1108.86,Boone Gap Forests,PRV,R1 (Exceptional),C3 (High),Exceptional,2021/01/22
1689,1854,301.58,South Crowders Creek Forests,PRV,R5 (General),C5 (General),General,2021/01/22
1690,1057,7434.5,Conkill Bay Complex,"NCWRC, PRV",R2 (Very High),C4 (Moderate),Very High,2021/01/22
1691,3072,775.06,Cape Fear River/Whitehall Floodplain Forest,"NCWRC, PRV",R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
1692,762,263.74,River Haven Ridge,PRV,R3 (High),C4 (Moderate),High,2021/01/22
1693,1512,442.67,Stony Mountain,PRV,R2 (Very High),C3 (High),Very High,2021/01/22
1694,1168,99.98,East Badin Basic Forest,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
1695,2526,61.47,Hidden Savanna,USFS,R2 (Very High),C4 (Moderate),Very High,2021/01/22
1696,2851,68.3,Horseshoe Rock,USFS,R5 (General),C5 (General),General,2021/01/22
1697,745,326.6,Troublesome Creek Forests/Witty Crossroads Alluvial Forests,PRV,R5 (General),C5 (General),General,2021/01/22
1698,79,5118.33,White Oak Mountain/Tryon Peak,"NCPCP, NCWRC, PRV",R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
1699,2608,125.88,Tar River (Person) Slopes,PRV,R4 (Moderate),C5 (General),Moderate,2021/01/22
1700,2959,6.48,Nantahala River Salamander Site,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
1701,1520,4873.96,Pickens Nose/Little Ridgepole Mountain,USFS,R1 (Exceptional),C2 (Very High),Exceptional,2021/01/22
1702,2961,947.28,Rainbow Springs Preserve,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
1703,610,171.47,Burdens Millpond,PRV,R5 (General),C5 (General),General,2021/01/22
1704,2115,5846.17,Roquist Pocosin,"NCDMS, NCDOT, NCWRC, PRV",R1 (Exceptional),C3 (High),Exceptional,2021/01/22
1705,320,18.76,Southwest Rolesville Granitic Outcrops,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
1706,2597,374.9,Storys Creek/Marlowe Creek Swamp,PRV,R5 (General),C5 (General),General,2021/01/22
1707,637,9.83,Edmonds Meadow,PRV,R3 (High),C4 (Moderate),High,2021/01/22
1708,1169,21.28,Brush Creek Wetland,PRV,R2 (Very High),C3 (High),Very High,2021/01/22
1709,3194,1288.65,Falling Water Branch/Big Fork Ridge,PRV,R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
1710,3212,86.86,Upper Green River Slopes,"CMLC, PRV",R3 (High),C3 (High),High,2021/01/22
1711,271,61.09,Cape Fear Botanical Garden,LOCAL,R5 (General),C5 (General),General,2021/01/22
1712,2064,81.85,Reedy Creek Knoll and Beaver Pond,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
1713,2725,795.69,Middle Lick Creek Bottomlands,"PRV, USACE",R3 (High),C4 (Moderate),High,2021/01/22
1714,312,899.17,Beaverdam Lake Swamps and Arkose Outcrops,"PRV, USACE",R2 (Very High),C4 (Moderate),Very High,2021/01/22
1715,303,44.78,YAD/Lanes Creek Aquatic Habitat,PW,R5 (General),C4 (Moderate),Moderate,2021/01/22
1716,1322,187.96,Fergusons Knob,"CLC, PRV",R4 (Moderate),C3 (High),High,2021/01/22
1717,2992,48.76,Dan River/Blanch Levee and Slopes,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
1718,2993,63.58,St. James Church Flats,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
1719,2996,74.6,Dan River/Milton Floodplain and Slopes,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
1720,2997,49.76,Country Line Creek/Milton Slopes,PRV,R3 (High),C5 (General),High,2021/01/22
1721,2180,281.12,Camp Chestnut Ridge,PRV,R5 (General),C5 (General),General,2021/01/22
1722,2186,281.54,Bolin Creek Natural Area,"LOCAL, PRV, UNCCH",R5? (General?),C? (Unranked),Unranked,2021/01/22
1723,2187,80.77,Battle Park,UNCCH,R2 (Very High),C4 (Moderate),Very High,2021/01/22
1724,2195,19.78,Jimmy Ed Road Hardpan Forest,PRV,R2 (Very High),C5 (General),Very High,2021/01/22
1725,687,35.5,Saddle Mountain Meadow,USNPS,R5 (General),C4 (Moderate),Moderate,2021/01/22
1726,1275,30.53,Meadow Fork Natural Area,"PRV, USNPS",R2 (Very High),C3 (High),Very High,2021/01/22
1727,832,300.81,Skunk Cabbage Wetland,"PRV, USNPS",R1 (Exceptional),C2 (Very High),Exceptional,2021/01/22
1728,341,22.83,Savannah Church Wetlands,PRV,R1 (Exceptional),C3 (High),Exceptional,2021/01/22
1729,2577,59.79,Cypress Creek Natural Area,PRV,R5 (General),C5 (General),General,2021/01/22
1730,2622,397.97,Twin Oaks Trails,PRV,R5 (General),C5 (General),General,2021/01/22
1731,2624,127.79,Camp Agape,PRV,R5 (General),C5 (General),General,2021/01/22
1732,1376,112.91,Selma Pine Flatwoods,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
1733,410,1174.67,Bay City Low Pocosin,PRV,R3 (High),C4 (Moderate),High,2021/01/22
1734,2507,17.67,Lewis Creek Floodplain,"CMLC, PRV",R4 (Moderate),C5 (General),Moderate,2021/01/22
1735,2999,200.56,Massey Road Hardpan Forest,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
1736,2675,941.01,Hogans Creek Floodplain and Slopes,PRV,R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
1737,2514,58.25,Abbotts Boundary Woodland,"LOCAL, PRV",R5 (General),C5 (General),General,2021/01/22
1738,885,40.67,Pounder Fork Tributary Mesic Forest,PRV,R5 (General),C5 (General),General,2021/01/22
1739,2965,8.5,Cartoogechaye Creek Bluff,LOCAL,R5 (General),C5 (General),General,2021/01/22
1740,1090,2007.02,"Bodie Island Ponds, Marshes, and Dunes",USNPS,R1 (Exceptional),C3 (High),Exceptional,2021/01/22
1741,1052,1195.41,Stones Creek Sandhills,"NCWRC, PRV",R3 (High),C4 (Moderate),High,2021/01/22
1742,2221,254.61,Walters Sandhills,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
1743,2994,64.07,River Bend Road Mafic Slopes,"NCDOT, PRV",R5 (General),C5 (General),General,2021/01/22
1744,2396,604.45,Turkey Hill Creek Forest,"LOCAL, PRV",R5 (General),C5 (General),General,2021/01/22
1745,888,306.77,Henry J. Oosting Natural Area,DUKE,R3 (High),C5 (General),High,2021/01/22
1746,299,749.31,Sevenmile Creek,"LOCAL, PRV",R3 (High),C4 (Moderate),High,2021/01/22
1747,159,474.68,New Hope Creek Slopes,DUKE,R2 (Very High),C4 (Moderate),Very High,2021/01/22
1748,693,462.38,Mason Farm/Laurel Hill Oak-Hickory Forest,UNCCH,R1 (Exceptional),C4 (Moderate),Exceptional,2021/01/22
1749,2181,466.62,University Lake/McCauley Mountain Slopes,"PRV, UNCCH",R5 (General),C5 (General),General,2021/01/22
